File Name,Description
DSCF8454.JPG,NOSTALGIC NEG  |  f/6.4  |  1/2500  |  ISO 125
DSCF8425.JPG,NOSTALGIC NEG  |  f/5.6  |  1/4000  |  ISO 125
DSCF8432.JPG,NOSTALGIC NEG  |  f/6.4  |  1/2000  |  ISO 125
DSCF8426.JPG,NOSTALGIC NEG  |  f/6.4  |  1/1000  |  ISO 125
DSCF8404.JPG,CLASSIC CHROME  |  f/4.0  |  1/3500  |  ISO 125
DSCF8412.JPG,NOSTALGIC NEG  |  f/4.5  |  1/3800  |  ISO 125
DSCF8402.JPG,CLASSIC CHROME  |  f/4.0  |  1/2400  |  ISO 125
DSCF8415.JPG,NOSTALGIC NEG  |  f/4.5  |  1/4000  |  ISO 125
